Ukazatel,Území,Typ údaje,Odvětví,Měsíce,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,listopad 2013,104.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,prosinec 2013,105.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,leden 2014,103.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,únor 2014,103.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,březen 2014,103.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,duben 2014,103.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,květen 2014,103.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červen 2014,103.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červenec 2014,103.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,srpen 2014,103.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,září 2014,103.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,říjen 2014,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,listopad 2014,102.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,prosinec 2014,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,leden 2015,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,únor 2015,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,březen 2015,100.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,duben 2015,100.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,květen 2015,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červen 2015,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červenec 2015,100.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,srpen 2015,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,září 2015,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,říjen 2015,98.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,listopad 2015,98.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,prosinec 2015,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,leden 2016,96.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,únor 2016,95.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,březen 2016,95.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,duben 2016,96.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,květen 2016,96.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červen 2016,96.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červenec 2016,96.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,srpen 2016,96.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,září 2016,96.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,říjen 2016,97.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,listopad 2016,97.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,prosinec 2016,97.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,leden 2017,98.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,únor 2017,98.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,březen 2017,98.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,duben 2017,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,květen 2017,98.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červen 2017,97.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červenec 2017,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,srpen 2017,97.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,září 2017,98.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,říjen 2017,98.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,listopad 2017,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,prosinec 2017,98.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,leden 2018,99.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,únor 2018,98.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,březen 2018,98.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,duben 2018,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,květen 2018,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červen 2018,100.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červenec 2018,101.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,srpen 2018,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,září 2018,101.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,říjen 2018,102.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,listopad 2018,102.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,prosinec 2018,100.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,leden 2019,101.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,únor 2019,102.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,březen 2019,102.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,duben 2019,103.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,květen 2019,103.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červen 2019,103.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červenec 2019,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,srpen 2019,103.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,září 2019,103.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,říjen 2019,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,listopad 2019,102.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,prosinec 2019,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,leden 2020,104.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,únor 2020,103.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,březen 2020,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,duben 2020,102.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,květen 2020,102.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červen 2020,102.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červenec 2020,102.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,srpen 2020,102.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,září 2020,102.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,říjen 2020,103.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,listopad 2020,102.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,prosinec 2020,102.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,leden 2021,104.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,únor 2021,104.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,březen 2021,106.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,duben 2021,107.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,květen 2021,108.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červen 2021,109.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,červenec 2021,110.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,srpen 2021,112.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,září 2021,113.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,říjen 2021,115.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,listopad 2021,116.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,prosinec 2021,116.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,leden 2022,124.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,únor 2022,127.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zpracovatelský průmysl + elektřina,březen 2022,133.0
