Ukazatel,Území,Typ údaje,Odvětví,Čtvrtletí,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,1. čtvrtletí 2020,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,2. čtvrtletí 2020,103.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,3. čtvrtletí 2020,103.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,4. čtvrtletí 2020,103.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,1. čtvrtletí 2021,103.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,2. čtvrtletí 2021,103.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,3. čtvrtletí 2021,105.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,4. čtvrtletí 2021,106.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,1. čtvrtletí 2022,109.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,2. čtvrtletí 2022,112.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,3. čtvrtletí 2022,112.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,4. čtvrtletí 2022,113.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,1. čtvrtletí 2023,116.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,2. čtvrtletí 2023,116.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,3. čtvrtletí 2023,117.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,4. čtvrtletí 2023,118.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,1. čtvrtletí 2024,120.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,2. čtvrtletí 2024,120.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,3. čtvrtletí 2024,121.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,4. čtvrtletí 2024,121.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,1. čtvrtletí 2025,123.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Výrobky investiční povahy,2. čtvrtletí 2025,122.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2000,83.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2000,85.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2000,86.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2000,86.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2001,87.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2001,88.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2001,88.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2001,87.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2002,87.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2002,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2002,86.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2002,86.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2003,86.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2003,86.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2003,86.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2003,86.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2004,87.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2004,90.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2004,92.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2004,93.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2005,93.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2005,93.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2005,91.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2005,91.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2006,91.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2006,92.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2006,93.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2006,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2007,95.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2007,96.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2007,97.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2007,97.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2008,97.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2008,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2008,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2008,98.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2009,96.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2009,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2009,93.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2009,92.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2010,93.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2010,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2010,95.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2010,95.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2011,97.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2011,98.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2011,98.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2011,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2012,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2012,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2012,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2012,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2013,100.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2013,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2013,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2013,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2014,101.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2014,101.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2014,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2014,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2015,100.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2015,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2015,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2015,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2016,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2016,97.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2016,98.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2016,98.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2017,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2017,99.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2017,98.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2017,98.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2018,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2018,99.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2018,100.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2018,101.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2019,101.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2019,102.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2019,101.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2019,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2020,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2020,102.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2020,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2020,102.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2021,104.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2021,107.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2021,112.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2021,115.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2022,120.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2022,129.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2022,130.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2022,130.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2023,131.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2023,129.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2023,128.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,4. čtvrtletí 2023,128.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,1. čtvrtletí 2024,129.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,2. čtvrtletí 2024,129.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Meziprodukty + výrobky investiční povahy,3. čtvrtletí 2024,129.5
