Ukazatel;Území;Reprezentant pro oblast cen;Měsíce;value
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];září 2020;17.46
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];říjen 2020;17.34
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];listopad 2020;17.29
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];prosinec 2020;17.12
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];leden 2021;17.16
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];únor 2021;17.18
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];březen 2021;17.19
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];duben 2021;17.15
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];květen 2021;17.09
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];červen 2021;17.22
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];červenec 2021;17.26
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];srpen 2021;17.38
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];září 2021;17.42
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];říjen 2021;17.43
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];listopad 2021;17.52
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];prosinec 2021;17.58
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];leden 2022;18.2
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];únor 2022;19.08
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];březen 2022;19.67
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];duben 2022;20.37
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];květen 2022;22.16
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];červen 2022;22.71
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];červenec 2022;22.98
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];srpen 2022;23.01
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];září 2022;23.38
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];říjen 2022;24.27
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];listopad 2022;24.82
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];prosinec 2022;24.95
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];leden 2023;25.07
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];únor 2023;24.93
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];březen 2023;24.85
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];duben 2023;24.93
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];květen 2023;24.91
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];červen 2023;24.83
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];červenec 2023;24.88
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];srpen 2023;24.87
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];září 2023;24.91
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];říjen 2023;24.78
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];listopad 2023;24.72
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];prosinec 2023;24.61
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];leden 2024;24.6
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];únor 2024;24.65
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];březen 2024;24.61
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];duben 2024;24.59
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];květen 2024;24.56
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];červen 2024;24.56
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];červenec 2024;24.54
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];srpen 2024;24.42
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];září 2024;24.41
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];říjen 2024;24.39
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];listopad 2024;24.41
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];prosinec 2024;24.36
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];leden 2025;24.37
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];únor 2025;24.44
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];březen 2025;24.52
Cena průmyslového výrobku nebo služby (Kč);Česko;Chléb konzumní kmínový [kg];duben 2025;24.69
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];leden 2013;33.33
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];únor 2013;33.34
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];březen 2013;33.23
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];duben 2013;32.86
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];květen 2013;32.78
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červen 2013;32.46
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červenec 2013;32.13
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];srpen 2013;32.01
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];září 2013;31.73
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];říjen 2013;31.58
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];listopad 2013;31.38
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];prosinec 2013;30.73
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];leden 2014;30.6
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];únor 2014;30.62
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];březen 2014;30.43
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];duben 2014;30.2
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];květen 2014;30.42
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červen 2014;30.4
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červenec 2014;30.03
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];srpen 2014;30.17
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];září 2014;30.15
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];říjen 2014;30.04
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];listopad 2014;30.11
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];prosinec 2014;29.55
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];leden 2015;29.54
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];únor 2015;29.5
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];březen 2015;29.41
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];duben 2015;29.29
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];květen 2015;29.24
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červen 2015;29.32
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červenec 2015;29.23
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];srpen 2015;29.18
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];září 2015;29.0
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];říjen 2015;28.93
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];listopad 2015;28.21
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];prosinec 2015;28.04
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];leden 2016;27.58
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];únor 2016;26.65
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];březen 2016;26.42
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];duben 2016;26.37
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];květen 2016;26.43
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červen 2016;26.18
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červenec 2016;25.56
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];srpen 2016;25.75
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];září 2016;25.89
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];říjen 2016;25.71
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];listopad 2016;25.73
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];prosinec 2016;25.59
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];leden 2017;25.53
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];únor 2017;25.95
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];březen 2017;26.06
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];duben 2017;26.58
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];květen 2017;27.24
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červen 2017;27.39
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červenec 2017;27.54
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];srpen 2017;27.41
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];září 2017;27.38
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];říjen 2017;27.51
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];listopad 2017;27.42
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];prosinec 2017;27.38
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];leden 2018;27.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];únor 2018;27.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];březen 2018;27.34
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];duben 2018;27.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];květen 2018;27.39
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červen 2018;27.41
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červenec 2018;27.52
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];srpen 2018;27.34
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];září 2018;27.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];říjen 2018;27.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];listopad 2018;27.42
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];prosinec 2018;27.38
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];leden 2019;28.13
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];únor 2019;29.03
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];březen 2019;29.35
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];duben 2019;29.6
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];květen 2019;29.6
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červen 2019;29.7
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červenec 2019;29.85
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];srpen 2019;29.72
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];září 2019;29.68
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];říjen 2019;29.68
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];listopad 2019;29.59
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];prosinec 2019;29.24
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];leden 2020;29.11
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];únor 2020;29.31
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];březen 2020;29.3
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];duben 2020;29.49
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];květen 2020;29.82
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červen 2020;30.02
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červenec 2020;30.05
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];srpen 2020;30.17
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];září 2020;29.93
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];říjen 2020;29.72
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];listopad 2020;29.57
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];prosinec 2020;29.18
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];leden 2021;29.09
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];únor 2021;29.2
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];březen 2021;29.12
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];duben 2021;29.08
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];květen 2021;28.91
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červen 2021;29.26
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červenec 2021;29.47
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];srpen 2021;29.6
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];září 2021;29.62
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];říjen 2021;29.53
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];listopad 2021;29.52
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];prosinec 2021;29.57
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];leden 2022;30.54
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];únor 2022;32.24
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];březen 2022;33.38
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];duben 2022;34.72
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];květen 2022;37.9
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červen 2022;38.81
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červenec 2022;39.46
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];srpen 2022;39.36
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];září 2022;40.02
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];říjen 2022;41.39
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];listopad 2022;42.79
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];prosinec 2022;42.99
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];leden 2023;43.05
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];únor 2023;42.61
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];březen 2023;42.58
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];duben 2023;42.64
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];květen 2023;42.73
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červen 2023;42.63
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];červenec 2023;42.89
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];srpen 2023;42.82
Cena průmyslového výrobku nebo služby (Kč);Česko;Rohlík [kg];září 2023;42.79
