Území,Roky,Typ ceny,Očištění,Země,Ukazatel,value
Česko,2024,Běžné ceny,Bez očištění,Wallis a Futuna,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Wallis a Futuna,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Zambie,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Zambie,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Zambie,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Zambie,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Zambie,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Zambie,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Zambie,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Západní Sahara,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Západní Sahara,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Západní Sahara,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Západní Sahara,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Západní Sahara,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Západní Sahara,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Západní Sahara,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu se zeměmi mimo Unii,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu uvnitř Unie,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu uvnitř Unie,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu uvnitř Unie,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu uvnitř Unie,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu uvnitř Unie,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu uvnitř Unie,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné v rámci obchodu uvnitř Unie,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu se zeměmi mimo Unii,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Země a území neuváděné z obchodních nebo vojenských důvodů v rámci obchodu uvnitř Unie,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Zimbabwe,"Vývoz (v mil. Kč, FOB)",
Česko,2024,Běžné ceny,Bez očištění,Zimbabwe,"Dovoz (v mil. Kč, CIF)",
Česko,2024,Běžné ceny,Bez očištění,Zimbabwe,Bilance (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Zimbabwe,Obrat zboží (v mil. Kč),
Česko,2024,Běžné ceny,Bez očištění,Zimbabwe,Vývoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Zimbabwe,Dovoz (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Zimbabwe,Obrat zboží (meziroční index),
Česko,2024,Běžné ceny,Bez očištění,Svět bez 50 vybraných zemí,"Vývoz (v mil. Kč, FOB)",170519.980729
Česko,2024,Běžné ceny,Bez očištění,Svět bez 50 vybraných zemí,"Dovoz (v mil. Kč, CIF)",199573.295796
Česko,2024,Běžné ceny,Bez očištění,Svět bez 50 vybraných zemí,Bilance (v mil. Kč),-29053.315067
Česko,2024,Běžné ceny,Bez očištění,Svět bez 50 vybraných zemí,Obrat zboží (v mil. Kč),370093.276525
Česko,2024,Běžné ceny,Bez očištění,Svět bez 50 vybraných zemí,Vývoz (meziroční index),114.2191391651
Česko,2024,Běžné ceny,Bez očištění,Svět bez 50 vybraných zemí,Dovoz (meziroční index),116.4820453156
Česko,2024,Běžné ceny,Bez očištění,Svět bez 50 vybraných zemí,Obrat zboží (meziroční index),115.4283760187
