PCSU;Kraje;Kumulace měsíců;Ukazatel;Směr výstavby;value
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;36723.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;25276.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;15626.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;9650.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;15071.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;11088.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;3983.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;10205.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;4538.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;5667.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;11447.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-11 2020;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet stavebních povolení v ČR;Celkem;2713.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet vydaných stavebních povolení - budovy;Celkem;2095.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet vydaných stavebních povolení - budovy;Nová výstavba;329.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;1766.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet vydaných stavebních povolení - budovy bytové;Celkem;1355.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;245.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;1110.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet vydaných stavebních povolení - budovy nebytové;Celkem;740.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;84.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;656.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;618.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;31420.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;23394.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;14624.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;8770.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;13893.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;10196.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;3697.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;9501.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;4428.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;5073.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;8026.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-10 2020;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet stavebních povolení v ČR;Celkem;2477.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet vydaných stavebních povolení - budovy;Celkem;1913.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet vydaných stavebních povolení - budovy;Nová výstavba;301.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;1612.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet vydaných stavebních povolení - budovy bytové;Celkem;1215.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;228.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;987.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet vydaných stavebních povolení - budovy nebytové;Celkem;698.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;73.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;625.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;564.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;28684.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;21731.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;13699.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;8032.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;12721.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;9429.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;3292.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;9010.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;4270.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;4740.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;6953.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-09 2020;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet stavebních povolení v ČR;Celkem;2164.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet stavebních povolení v ČR;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet stavebních povolení v ČR;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet vydaných stavebních povolení - budovy;Celkem;1684.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet vydaných stavebních povolení - budovy;Nová výstavba;258.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;1426.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet vydaných stavebních povolení - budovy bytové;Celkem;1071.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;193.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;878.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet vydaných stavebních povolení - budovy nebytové;Celkem;613.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;65.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;548.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;480.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;24536.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;18652.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;11714.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;6938.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;11424.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;8698.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;2726.0
Stavební úřad kromě speciálního;Hlavní město Praha;01-08 2020;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;7228.0
