Ukazatel;Kraje;Pohlaví;Věk (roky);Dvouleté období (kraje);value
Naděje dožití (ex);Hlavní město Praha;muži;49;2017-2018;30.7413009587
Naděje dožití (ex);Hlavní město Praha;muži;49;2018-2019;30.8745721626
Naděje dožití (ex);Hlavní město Praha;muži;49;2019-2020;30.5613797043
Naděje dožití (ex);Hlavní město Praha;muži;49;2020-2021;29.5129484434
Naděje dožití (ex);Hlavní město Praha;muži;49;2021-2022;29.7054367777
Naděje dožití (ex);Hlavní město Praha;muži;49;2022-2023;30.87206501
Naděje dožití (ex);Hlavní město Praha;muži;50;2001-2002;26.28022352
Naděje dožití (ex);Hlavní město Praha;muži;50;2002-2003;26.23058957
Naděje dožití (ex);Hlavní město Praha;muži;50;2003-2004;26.49927822
Naděje dožití (ex);Hlavní město Praha;muži;50;2004-2005;26.9536066
Naděje dožití (ex);Hlavní město Praha;muži;50;2005-2006;27.36370799
Naděje dožití (ex);Hlavní město Praha;muži;50;2006-2007;27.601615
Naděje dožití (ex);Hlavní město Praha;muži;50;2007-2008;27.84140696
Naděje dožití (ex);Hlavní město Praha;muži;50;2008-2009;28.0954174
Naděje dožití (ex);Hlavní město Praha;muži;50;2009-2010;28.11437479
Naděje dožití (ex);Hlavní město Praha;muži;50;2010-2011;28.37468386
Naděje dožití (ex);Hlavní město Praha;muži;50;2011-2012;28.62223426
Naděje dožití (ex);Hlavní město Praha;muži;50;2012-2013;28.83392629
Naděje dožití (ex);Hlavní město Praha;muži;50;2013-2014;29.16986449
Naděje dožití (ex);Hlavní město Praha;muži;50;2014-2015;29.33238088
Naděje dožití (ex);Hlavní město Praha;muži;50;2015-2016;29.40508526
Naděje dožití (ex);Hlavní město Praha;muži;50;2016-2017;29.64880266
Naděje dožití (ex);Hlavní město Praha;muži;50;2017-2018;29.8392158751
Naděje dožití (ex);Hlavní město Praha;muži;50;2018-2019;29.9634006259
Naděje dožití (ex);Hlavní město Praha;muži;50;2019-2020;29.6447266237
Naděje dožití (ex);Hlavní město Praha;muži;50;2020-2021;28.6018871349
Naděje dožití (ex);Hlavní město Praha;muži;50;2021-2022;28.8019833218
Naděje dožití (ex);Hlavní město Praha;muži;50;2022-2023;29.96467488
Naděje dožití (ex);Hlavní město Praha;muži;51;2001-2002;25.43853693
Naděje dožití (ex);Hlavní město Praha;muži;51;2002-2003;25.38276148
Naděje dožití (ex);Hlavní město Praha;muži;51;2003-2004;25.64389559
Naděje dožití (ex);Hlavní město Praha;muži;51;2004-2005;26.09030942
Naděje dožití (ex);Hlavní město Praha;muži;51;2005-2006;26.50004212
Naděje dožití (ex);Hlavní město Praha;muži;51;2006-2007;26.73060474
Naděje dožití (ex);Hlavní město Praha;muži;51;2007-2008;26.96638485
Naděje dožití (ex);Hlavní město Praha;muži;51;2008-2009;27.21449757
Naděje dožití (ex);Hlavní město Praha;muži;51;2009-2010;27.22396092
Naděje dožití (ex);Hlavní město Praha;muži;51;2010-2011;27.48982116
Naděje dožití (ex);Hlavní město Praha;muži;51;2011-2012;27.73642812
Naděje dožití (ex);Hlavní město Praha;muži;51;2012-2013;27.93681216
Naděje dožití (ex);Hlavní město Praha;muži;51;2013-2014;28.27256891
Naděje dožití (ex);Hlavní město Praha;muži;51;2014-2015;28.43772242
Naděje dožití (ex);Hlavní město Praha;muži;51;2015-2016;28.50045402
Naděje dožití (ex);Hlavní město Praha;muži;51;2016-2017;28.74883781
Naděje dožití (ex);Hlavní město Praha;muži;51;2017-2018;28.9431522737
Naděje dožití (ex);Hlavní město Praha;muži;51;2018-2019;29.0604225413
Naděje dožití (ex);Hlavní město Praha;muži;51;2019-2020;28.7362416011
Naděje dožití (ex);Hlavní město Praha;muži;51;2020-2021;27.6987344222
Naděje dožití (ex);Hlavní město Praha;muži;51;2021-2022;27.9066552528
Naděje dožití (ex);Hlavní město Praha;muži;51;2022-2023;29.06484124
Naděje dožití (ex);Hlavní město Praha;muži;52;2001-2002;24.60819292
Naděje dožití (ex);Hlavní město Praha;muži;52;2002-2003;24.54647812
Naděje dožití (ex);Hlavní město Praha;muži;52;2003-2004;24.80077348
Naděje dožití (ex);Hlavní město Praha;muži;52;2004-2005;25.23797436
Naděje dožití (ex);Hlavní město Praha;muži;52;2005-2006;25.6488359
Naděje dožití (ex);Hlavní město Praha;muži;52;2006-2007;25.87232453
Naděje dožití (ex);Hlavní město Praha;muži;52;2007-2008;26.10319322
Naděje dožití (ex);Hlavní město Praha;muži;52;2008-2009;26.34501527
Naděje dožití (ex);Hlavní město Praha;muži;52;2009-2010;26.34474606
Naděje dožití (ex);Hlavní město Praha;muži;52;2010-2011;26.61511351
Naděje dožití (ex);Hlavní město Praha;muži;52;2011-2012;26.86019271
Naděje dožití (ex);Hlavní město Praha;muži;52;2012-2013;27.04874832
Naděje dožití (ex);Hlavní město Praha;muži;52;2013-2014;27.38175133
Naděje dožití (ex);Hlavní město Praha;muži;52;2014-2015;27.54778402
Naděje dožití (ex);Hlavní město Praha;muži;52;2015-2016;27.60188023
Naděje dožití (ex);Hlavní město Praha;muži;52;2016-2017;27.85487573
Naděje dožití (ex);Hlavní město Praha;muži;52;2017-2018;28.0524876
Naděje dožití (ex);Hlavní město Praha;muži;52;2018-2019;28.1658040944
Naděje dožití (ex);Hlavní město Praha;muži;52;2019-2020;27.8366365388
Naděje dožití (ex);Hlavní město Praha;muži;52;2020-2021;26.8053032624
Naděje dožití (ex);Hlavní město Praha;muži;52;2021-2022;27.0205670251
Naděje dožití (ex);Hlavní město Praha;muži;52;2022-2023;28.17327966
Naděje dožití (ex);Hlavní město Praha;muži;53;2001-2002;23.79093945
Naděje dožití (ex);Hlavní město Praha;muži;53;2002-2003;23.7225064
Naděje dožití (ex);Hlavní město Praha;muži;53;2003-2004;23.97073633
Naděje dožití (ex);Hlavní město Praha;muži;53;2004-2005;24.40225943
Naděje dožití (ex);Hlavní město Praha;muži;53;2005-2006;24.8107257
Naděje dožití (ex);Hlavní město Praha;muži;53;2006-2007;25.02687179
Naděje dožití (ex);Hlavní město Praha;muži;53;2007-2008;25.25255322
Naděje dožití (ex);Hlavní město Praha;muži;53;2008-2009;25.48810693
Naděje dožití (ex);Hlavní město Praha;muži;53;2009-2010;25.47820759
Naděje dožití (ex);Hlavní město Praha;muži;53;2010-2011;25.75126757
Naděje dožití (ex);Hlavní město Praha;muži;53;2011-2012;25.99399718
Naděje dožití (ex);Hlavní město Praha;muži;53;2012-2013;26.17058919
Naděje dožití (ex);Hlavní město Praha;muži;53;2013-2014;26.49878639
Naděje dožití (ex);Hlavní město Praha;muži;53;2014-2015;26.66359476
Naděje dožití (ex);Hlavní město Praha;muži;53;2015-2016;26.71056594
Naděje dožití (ex);Hlavní město Praha;muži;53;2016-2017;26.96678771
Naděje dožití (ex);Hlavní město Praha;muži;53;2017-2018;27.1665174798
Naděje dožití (ex);Hlavní město Praha;muži;53;2018-2019;27.2785691401
Naděje dožití (ex);Hlavní město Praha;muži;53;2019-2020;26.9456675724
Naděje dožití (ex);Hlavní město Praha;muži;53;2020-2021;25.9233960447
Naděje dožití (ex);Hlavní město Praha;muži;53;2021-2022;26.1447487661
Naděje dožití (ex);Hlavní město Praha;muži;53;2022-2023;27.29084869
Naděje dožití (ex);Hlavní město Praha;muži;54;2001-2002;22.9881105
Naděje dožití (ex);Hlavní město Praha;muži;54;2002-2003;22.91160439
Naděje dožití (ex);Hlavní město Praha;muži;54;2003-2004;23.15451103
Naděje dožití (ex);Hlavní město Praha;muži;54;2004-2005;23.58665693
Naděje dožití (ex);Hlavní město Praha;muži;54;2005-2006;23.98612063
Naděje dožití (ex);Hlavní město Praha;muži;54;2006-2007;24.1942628
Naděje dožití (ex);Hlavní město Praha;muži;54;2007-2008;24.4151806
Naděje dožití (ex);Hlavní město Praha;muži;54;2008-2009;24.64479635
Naděje dožití (ex);Hlavní město Praha;muži;54;2009-2010;24.62568071
Naděje dožití (ex);Hlavní město Praha;muži;54;2010-2011;24.89895706
Naděje dožití (ex);Hlavní město Praha;muži;54;2011-2012;25.13835209
Naděje dožití (ex);Hlavní město Praha;muži;54;2012-2013;25.30314755
Naděje dožití (ex);Hlavní město Praha;muži;54;2013-2014;25.62504624
Naděje dožití (ex);Hlavní město Praha;muži;54;2014-2015;25.78633381
Naděje dožití (ex);Hlavní město Praha;muži;54;2015-2016;25.82752476
Naděje dožití (ex);Hlavní město Praha;muži;54;2016-2017;26.08483076
Naděje dožití (ex);Hlavní město Praha;muži;54;2017-2018;26.2849206317
Naděje dožití (ex);Hlavní město Praha;muži;54;2018-2019;26.3976377416
Naděje dožití (ex);Hlavní město Praha;muži;54;2019-2020;26.0628863157
Naděje dožití (ex);Hlavní město Praha;muži;54;2020-2021;25.0539790555
Naděje dožití (ex);Hlavní město Praha;muži;54;2021-2022;25.2797046519
Naděje dožití (ex);Hlavní město Praha;muži;54;2022-2023;26.4180919
Naděje dožití (ex);Hlavní město Praha;muži;55;2001-2002;22.19992706
Naděje dožití (ex);Hlavní město Praha;muži;55;2002-2003;22.11443359
Naděje dožití (ex);Hlavní město Praha;muži;55;2003-2004;22.35265432
Naděje dožití (ex);Hlavní město Praha;muži;55;2004-2005;22.78884521
Naděje dožití (ex);Hlavní město Praha;muži;55;2005-2006;23.17510186
Naděje dožití (ex);Hlavní město Praha;muži;55;2006-2007;23.37457158
Naděje dožití (ex);Hlavní město Praha;muži;55;2007-2008;23.59179974
Naděje dožití (ex);Hlavní město Praha;muži;55;2008-2009;23.81588895
Naděje dožití (ex);Hlavní město Praha;muži;55;2009-2010;23.78819506
Naděje dožití (ex);Hlavní město Praha;muži;55;2010-2011;24.05879382
Naděje dožití (ex);Hlavní město Praha;muži;55;2011-2012;24.29383523
Naděje dožití (ex);Hlavní město Praha;muži;55;2012-2013;24.44712452
Naděje dožití (ex);Hlavní město Praha;muži;55;2013-2014;24.76165616
Naděje dožití (ex);Hlavní město Praha;muži;55;2014-2015;24.91719042
Naděje dožití (ex);Hlavní město Praha;muži;55;2015-2016;24.95323519
Naděje dožití (ex);Hlavní město Praha;muži;55;2016-2017;25.20983275
Naděje dožití (ex);Hlavní město Praha;muži;55;2017-2018;25.4079858654
Naděje dožití (ex);Hlavní město Praha;muži;55;2018-2019;25.5223289865
Naděje dožití (ex);Hlavní město Praha;muži;55;2019-2020;25.1879993304
Naděje dožití (ex);Hlavní město Praha;muži;55;2020-2021;24.1964870177
Naděje dožití (ex);Hlavní město Praha;muži;55;2021-2022;24.425073934
Naděje dožití (ex);Hlavní město Praha;muži;55;2022-2023;25.55494595
Naděje dožití (ex);Hlavní město Praha;muži;56;2001-2002;21.42545701
Naděje dožití (ex);Hlavní město Praha;muži;56;2002-2003;21.33150292
Naděje dožití (ex);Hlavní město Praha;muži;56;2003-2004;21.56549529
Naděje dožití (ex);Hlavní město Praha;muži;56;2004-2005;22.00129485
Naděje dožití (ex);Hlavní město Praha;muži;56;2005-2006;22.3774469
Naděje dožití (ex);Hlavní město Praha;muži;56;2006-2007;22.56804082
Naděje dožití (ex);Hlavní město Praha;muži;56;2007-2008;22.78310917
Naděje dožití (ex);Hlavní město Praha;muži;56;2008-2009;23.00189106
Naděje dožití (ex);Hlavní město Praha;muži;56;2009-2010;22.96639918
Naděje dožití (ex);Hlavní město Praha;muži;56;2010-2011;23.23135442
Naděje dožití (ex);Hlavní město Praha;muži;56;2011-2012;23.46110899
Naděje dožití (ex);Hlavní město Praha;muži;56;2012-2013;23.60312861
Naděje dožití (ex);Hlavní město Praha;muži;56;2013-2014;23.90948216
Naděje dožití (ex);Hlavní město Praha;muži;56;2014-2015;24.0574258
Naděje dožití (ex);Hlavní město Praha;muži;56;2015-2016;24.08785483
Naděje dožití (ex);Hlavní město Praha;muži;56;2016-2017;24.34320604
Naděje dožití (ex);Hlavní město Praha;muži;56;2017-2018;24.5366455337
Naděje dožití (ex);Hlavní město Praha;muži;56;2018-2019;24.6525837558
Naděje dožití (ex);Hlavní město Praha;muži;56;2019-2020;24.3210381435
Naděje dožití (ex);Hlavní město Praha;muži;56;2020-2021;23.3489028596
Naděje dožití (ex);Hlavní město Praha;muži;56;2021-2022;23.5797464795
Naděje dožití (ex);Hlavní město Praha;muži;56;2022-2023;24.7007535
Naděje dožití (ex);Hlavní město Praha;muži;57;2001-2002;20.66342588
Naděje dožití (ex);Hlavní město Praha;muži;57;2002-2003;20.56305824
Naděje dožití (ex);Hlavní město Praha;muži;57;2003-2004;20.79307408
Naděje dožití (ex);Hlavní město Praha;muži;57;2004-2005;21.22012562
Naděje dožití (ex);Hlavní město Praha;muži;57;2005-2006;21.59294326
Naděje dožití (ex);Hlavní město Praha;muži;57;2006-2007;21.7753421
Naděje dožití (ex);Hlavní město Praha;muži;57;2007-2008;21.98965243
Naděje dožití (ex);Hlavní město Praha;muži;57;2008-2009;22.20297145
Naděje dožití (ex);Hlavní město Praha;muži;57;2009-2010;22.16071724
Naděje dožití (ex);Hlavní město Praha;muži;57;2010-2011;22.4173503
Naděje dožití (ex);Hlavní město Praha;muži;57;2011-2012;22.64093703
Naděje dožití (ex);Hlavní město Praha;muži;57;2012-2013;22.77189119
Naděje dožití (ex);Hlavní město Praha;muži;57;2013-2014;23.06937222
Naděje dožití (ex);Hlavní město Praha;muži;57;2014-2015;23.20861149
Naděje dožití (ex);Hlavní město Praha;muži;57;2015-2016;23.23248322
Naděje dožití (ex);Hlavní město Praha;muži;57;2016-2017;23.48667783
Naděje dožití (ex);Hlavní město Praha;muži;57;2017-2018;23.6723621781
Naděje dožití (ex);Hlavní město Praha;muži;57;2018-2019;23.7893935547
Naděje dožití (ex);Hlavní město Praha;muži;57;2019-2020;23.4627371181
Naděje dožití (ex);Hlavní město Praha;muži;57;2020-2021;22.5095838253
Naděje dožití (ex);Hlavní město Praha;muži;57;2021-2022;22.74296625
Naděje dožití (ex);Hlavní město Praha;muži;57;2022-2023;23.85479813
Naděje dožití (ex);Hlavní město Praha;muži;58;2001-2002;19.91244428
Naděje dožití (ex);Hlavní město Praha;muži;58;2002-2003;19.80900167
Naděje dožití (ex);Hlavní město Praha;muži;58;2003-2004;20.03507775
Naděje dožití (ex);Hlavní město Praha;muži;58;2004-2005;20.4480584
Naděje dožití (ex);Hlavní město Praha;muži;58;2005-2006;20.8215064
Naděje dožití (ex);Hlavní město Praha;muži;58;2006-2007;20.99775048
Naděje dožití (ex);Hlavní město Praha;muži;58;2007-2008;21.21174392
Naděje dožití (ex);Hlavní město Praha;muži;58;2008-2009;21.41888536
Naděje dožití (ex);Hlavní město Praha;muži;58;2009-2010;21.37135461
Naděje dožití (ex);Hlavní město Praha;muži;58;2010-2011;21.6177085
Naděje dožití (ex);Hlavní město Praha;muži;58;2011-2012;21.83420659
Naděje dožití (ex);Hlavní město Praha;muži;58;2012-2013;21.95435829
Naděje dožití (ex);Hlavní město Praha;muži;58;2013-2014;22.2422092
Naděje dožití (ex);Hlavní město Praha;muži;58;2014-2015;22.37275832
Naděje dožití (ex);Hlavní město Praha;muži;58;2015-2016;22.38974686
Naděje dožití (ex);Hlavní město Praha;muži;58;2016-2017;22.64228382
Naděje dožití (ex);Hlavní město Praha;muži;58;2017-2018;22.8172093369
Naděje dožití (ex);Hlavní město Praha;muži;58;2018-2019;22.9350878365
Naděje dožití (ex);Hlavní město Praha;muži;58;2019-2020;22.6147825617
Naděje dožití (ex);Hlavní město Praha;muži;58;2020-2021;21.6779496268
Naděje dožití (ex);Hlavní město Praha;muži;58;2021-2022;21.9147393187
Naděje dožití (ex);Hlavní město Praha;muži;58;2022-2023;23.01648016
Naděje dožití (ex);Hlavní město Praha;muži;59;2001-2002;19.17122409
Naděje dožití (ex);Hlavní město Praha;muži;59;2002-2003;19.06893638
Naděje dožití (ex);Hlavní město Praha;muži;59;2003-2004;19.29084015
Naděje dožití (ex);Hlavní město Praha;muži;59;2004-2005;19.69182156
Naděje dožití (ex);Hlavní město Praha;muži;59;2005-2006;20.06311416
Naděje dožití (ex);Hlavní město Praha;muži;59;2006-2007;20.23675556
Naděje dožití (ex);Hlavní město Praha;muži;59;2007-2008;20.44942117
Naděje dožití (ex);Hlavní město Praha;muži;59;2008-2009;20.64902569
Naděje dožití (ex);Hlavní město Praha;muži;59;2009-2010;20.59825231
Naděje dožití (ex);Hlavní město Praha;muži;59;2010-2011;20.83347168
Naděje dožití (ex);Hlavní město Praha;muži;59;2011-2012;21.04185304
Naděje dožití (ex);Hlavní město Praha;muži;59;2012-2013;21.15160946
Naděje dožití (ex);Hlavní město Praha;muži;59;2013-2014;21.42889368
Naděje dožití (ex);Hlavní město Praha;muži;59;2014-2015;21.55212838
Naděje dožití (ex);Hlavní město Praha;muži;59;2015-2016;21.56336558
Naděje dožití (ex);Hlavní město Praha;muži;59;2016-2017;21.81218738
Naděje dožití (ex);Hlavní město Praha;muži;59;2017-2018;21.9737735051
Naděje dožití (ex);Hlavní město Praha;muži;59;2018-2019;22.092899287
Naděje dožití (ex);Hlavní město Praha;muži;59;2019-2020;21.7793858403
Naděje dožití (ex);Hlavní město Praha;muži;59;2020-2021;20.8547246287
Naděje dožití (ex);Hlavní město Praha;muži;59;2021-2022;21.0957594166
Naděje dožití (ex);Hlavní město Praha;muži;59;2022-2023;22.18535867
Naděje dožití (ex);Hlavní město Praha;muži;60;2001-2002;18.43899627
Naděje dožití (ex);Hlavní město Praha;muži;60;2002-2003;18.34237338
Naděje dožití (ex);Hlavní město Praha;muži;60;2003-2004;18.55943258
Naděje dožití (ex);Hlavní město Praha;muži;60;2004-2005;18.95489489
Naděje dožití (ex);Hlavní město Praha;muži;60;2005-2006;19.31756963
Naděje dožití (ex);Hlavní město Praha;muži;60;2006-2007;19.49286903
Naděje dožití (ex);Hlavní město Praha;muži;60;2007-2008;19.70241304
Naděje dožití (ex);Hlavní město Praha;muži;60;2008-2009;19.89267288
Naděje dožití (ex);Hlavní město Praha;muži;60;2009-2010;19.84103693
Naděje dožití (ex);Hlavní město Praha;muži;60;2010-2011;20.06546704
Naděje dožití (ex);Hlavní město Praha;muži;60;2011-2012;20.26463583
Naděje dožití (ex);Hlavní město Praha;muži;60;2012-2013;20.36456978
Naděje dožití (ex);Hlavní město Praha;muži;60;2013-2014;20.63030497
Naděje dožití (ex);Hlavní město Praha;muži;60;2014-2015;20.74857816
Naděje dožití (ex);Hlavní město Praha;muži;60;2015-2016;20.75633828
Naděje dožití (ex);Hlavní město Praha;muži;60;2016-2017;20.99809342
Naděje dožití (ex);Hlavní město Praha;muži;60;2017-2018;21.1446949556
Naděje dožití (ex);Hlavní město Praha;muži;60;2018-2019;21.2654605815
Naděje dožití (ex);Hlavní město Praha;muži;60;2019-2020;20.9578662884
Naděje dožití (ex);Hlavní město Praha;muži;60;2020-2021;20.0421361061
Naděje dožití (ex);Hlavní město Praha;muži;60;2021-2022;20.286986435
Naděje dožití (ex);Hlavní město Praha;muži;60;2022-2023;21.36115998
Naděje dožití (ex);Hlavní město Praha;muži;61;2001-2002;17.71565846
Naděje dožití (ex);Hlavní město Praha;muži;61;2002-2003;17.6287755
Naděje dožití (ex);Hlavní město Praha;muži;61;2003-2004;17.83967748
Naděje dožití (ex);Hlavní město Praha;muži;61;2004-2005;18.23540097
Naděje dožití (ex);Hlavní město Praha;muži;61;2005-2006;18.58444623
Naděje dožití (ex);Hlavní město Praha;muži;61;2006-2007;18.76516461
Naděje dožití (ex);Hlavní město Praha;muži;61;2007-2008;18.97009355
Naděje dožití (ex);Hlavní město Praha;muži;61;2008-2009;19.14906291
Naděje dožití (ex);Hlavní město Praha;muži;61;2009-2010;19.09898331
Naděje dožití (ex);Hlavní město Praha;muži;61;2010-2011;19.31417949
Naděje dožití (ex);Hlavní město Praha;muži;61;2011-2012;19.50304542
Naděje dožití (ex);Hlavní město Praha;muži;61;2012-2013;19.59390062
Naděje dožití (ex);Hlavní město Praha;muži;61;2013-2014;19.8472771
Naděje dožití (ex);Hlavní město Praha;muži;61;2014-2015;19.96323341
Naděje dožití (ex);Hlavní město Praha;muži;61;2015-2016;19.97016501
Naděje dožití (ex);Hlavní město Praha;muži;61;2016-2017;20.20093044
Naděje dožití (ex);Hlavní město Praha;muži;61;2017-2018;20.3325574185
Naděje dožití (ex);Hlavní město Praha;muži;61;2018-2019;20.4542854107
Naděje dožití (ex);Hlavní město Praha;muži;61;2019-2020;20.1501012421
Naděje dožití (ex);Hlavní město Praha;muži;61;2020-2021;19.2442588649
Naděje dožití (ex);Hlavní město Praha;muži;61;2021-2022;19.4896236573
Naděje dožití (ex);Hlavní město Praha;muži;61;2022-2023;20.54381755
Naděje dožití (ex);Hlavní město Praha;muži;62;2001-2002;17.00158721
Naděje dožití (ex);Hlavní město Praha;muži;62;2002-2003;16.92764916
Naděje dožití (ex);Hlavní město Praha;muži;62;2003-2004;17.13043246
Naděje dožití (ex);Hlavní město Praha;muži;62;2004-2005;17.527909
Naděje dožití (ex);Hlavní město Praha;muži;62;2005-2006;17.8631948
Naděje dožití (ex);Hlavní město Praha;muži;62;2006-2007;18.05165568
Naděje dožití (ex);Hlavní město Praha;muži;62;2007-2008;18.25148987
Naděje dožití (ex);Hlavní město Praha;muži;62;2008-2009;18.41744475
Naděje dožití (ex);Hlavní město Praha;muži;62;2009-2010;18.37115611
Naděje dožití (ex);Hlavní město Praha;muži;62;2010-2011;18.57971297
Naděje dožití (ex);Hlavní město Praha;muži;62;2011-2012;18.75730327
Naděje dožití (ex);Hlavní město Praha;muži;62;2012-2013;18.83997853
Naděje dožití (ex);Hlavní město Praha;muži;62;2013-2014;19.08056493
Naděje dožití (ex);Hlavní město Praha;muži;62;2014-2015;19.19633805
Naděje dožití (ex);Hlavní město Praha;muži;62;2015-2016;19.20450564
Naděje dožití (ex);Hlavní město Praha;muži;62;2016-2017;19.42095848
Naděje dožití (ex);Hlavní město Praha;muži;62;2017-2018;19.539585706
Naděje dožití (ex);Hlavní město Praha;muži;62;2018-2019;19.6599270002
Naděje dožití (ex);Hlavní město Praha;muži;62;2019-2020;19.3551226465
Naděje dožití (ex);Hlavní město Praha;muži;62;2020-2021;18.46542286
Naděje dožití (ex);Hlavní město Praha;muži;62;2021-2022;18.7049345917
Naděje dožití (ex);Hlavní město Praha;muži;62;2022-2023;19.73366439
Naděje dožití (ex);Hlavní město Praha;muži;63;2001-2002;16.29730171
Naděje dožití (ex);Hlavní město Praha;muži;63;2002-2003;16.23867792
Naděje dožití (ex);Hlavní město Praha;muži;63;2003-2004;16.43102757
Naděje dožití (ex);Hlavní město Praha;muži;63;2004-2005;16.82758968
Naděje dožití (ex);Hlavní město Praha;muži;63;2005-2006;17.1533297
Naděje dožití (ex);Hlavní město Praha;muži;63;2006-2007;17.35016631
Naděje dožití (ex);Hlavní město Praha;muži;63;2007-2008;17.54532914
Naděje dožití (ex);Hlavní město Praha;muži;63;2008-2009;17.69714701
Naděje dožití (ex);Hlavní město Praha;muži;63;2009-2010;17.65666575
Naděje dožití (ex);Hlavní město Praha;muži;63;2010-2011;17.86179052
Naděje dožití (ex);Hlavní město Praha;muži;63;2011-2012;18.0274115
Naděje dožití (ex);Hlavní město Praha;muži;63;2012-2013;18.10291587
Naděje dožití (ex);Hlavní město Praha;muži;63;2013-2014;18.33079983
Naděje dožití (ex);Hlavní město Praha;muži;63;2014-2015;18.44720575
Naděje dožití (ex);Hlavní město Praha;muži;63;2015-2016;18.4571389
Naděje dožití (ex);Hlavní město Praha;muži;63;2016-2017;18.65818294
Naděje dožití (ex);Hlavní město Praha;muži;63;2017-2018;18.7671041809
Naděje dožití (ex);Hlavní město Praha;muži;63;2018-2019;18.8825791823
Naděje dožití (ex);Hlavní město Praha;muži;63;2019-2020;18.5724531839
Naděje dožití (ex);Hlavní město Praha;muži;63;2020-2021;17.7069801876
Naděje dožití (ex);Hlavní město Praha;muži;63;2021-2022;17.9339112692
Naděje dožití (ex);Hlavní město Praha;muži;63;2022-2023;18.93171253
Naděje dožití (ex);Hlavní město Praha;muži;64;2001-2002;15.60344839
Naděje dožití (ex);Hlavní město Praha;muži;64;2002-2003;15.56176095
Naděje dožití (ex);Hlavní město Praha;muži;64;2003-2004;15.74137247
Naděje dožití (ex);Hlavní město Praha;muži;64;2004-2005;16.13102149
Naděje dožití (ex);Hlavní město Praha;muži;64;2005-2006;16.4544713
Naděje dožití (ex);Hlavní město Praha;muži;64;2006-2007;16.6584982
Naděje dožití (ex);Hlavní město Praha;muži;64;2007-2008;16.85005716
Naděje dožití (ex);Hlavní město Praha;muži;64;2008-2009;16.98761992
Naděje dožití (ex);Hlavní město Praha;muži;64;2009-2010;16.95473608
Naděje dožití (ex);Hlavní město Praha;muži;64;2010-2011;17.15969301
Naděje dožití (ex);Hlavní město Praha;muži;64;2011-2012;17.31312229
Naděje dožití (ex);Hlavní město Praha;muži;64;2012-2013;17.38251488
Naděje dožití (ex);Hlavní město Praha;muži;64;2013-2014;17.59844684
Naděje dožití (ex);Hlavní město Praha;muži;64;2014-2015;17.71406314
Naděje dožití (ex);Hlavní město Praha;muži;64;2015-2016;17.72373254
Naděje dožití (ex);Hlavní město Praha;muži;64;2016-2017;17.912372
Naděje dožití (ex);Hlavní město Praha;muži;64;2017-2018;18.0151128123
Naděje dožití (ex);Hlavní město Praha;muži;64;2018-2019;18.1220591314
Naděje dožití (ex);Hlavní město Praha;muži;64;2019-2020;17.8023899211
Naděje dožití (ex);Hlavní město Praha;muži;64;2020-2021;16.9659805082
Naděje dožití (ex);Hlavní město Praha;muži;64;2021-2022;17.1771770996
Naděje dožití (ex);Hlavní město Praha;muži;64;2022-2023;18.13977793
Naděje dožití (ex);Hlavní město Praha;muži;65;2001-2002;14.92069617
Naděje dožití (ex);Hlavní město Praha;muži;65;2002-2003;14.89674396
Naděje dožití (ex);Hlavní město Praha;muži;65;2003-2004;15.06172039
Naděje dožití (ex);Hlavní město Praha;muži;65;2004-2005;15.43789256
Naděje dožití (ex);Hlavní město Praha;muži;65;2005-2006;15.76635993
Naděje dožití (ex);Hlavní město Praha;muži;65;2006-2007;15.97487478
Naděje dožití (ex);Hlavní město Praha;muži;65;2007-2008;16.16422127
Naděje dožití (ex);Hlavní město Praha;muži;65;2008-2009;16.2884237
Naděje dožití (ex);Hlavní město Praha;muži;65;2009-2010;16.26454954
Naděje dožití (ex);Hlavní město Praha;muži;65;2010-2011;16.47226699
Naděje dožití (ex);Hlavní město Praha;muži;65;2011-2012;16.61391762
Naděje dožití (ex);Hlavní město Praha;muži;65;2012-2013;16.6782889
Naděje dožití (ex);Hlavní město Praha;muži;65;2013-2014;16.8836898
Naděje dožití (ex);Hlavní město Praha;muži;65;2014-2015;16.99490561
Naděje dožití (ex);Hlavní město Praha;muži;65;2015-2016;17.00002512
Naděje dožití (ex);Hlavní město Praha;muži;65;2016-2017;17.18322602
Naděje dožití (ex);Hlavní město Praha;muži;65;2017-2018;17.2826393573
Naděje dožití (ex);Hlavní město Praha;muži;65;2018-2019;17.377837728
Naděje dožití (ex);Hlavní město Praha;muži;65;2019-2020;17.045841519
Naděje dožití (ex);Hlavní město Praha;muži;65;2020-2021;16.2378428473
Naděje dožití (ex);Hlavní město Praha;muži;65;2021-2022;16.4352545067
Naděje dožití (ex);Hlavní město Praha;muži;65;2022-2023;17.36029213
Naděje dožití (ex);Hlavní město Praha;muži;66;2001-2002;14.24962436
Naděje dožití (ex);Hlavní město Praha;muži;66;2002-2003;14.24312573
Naděje dožití (ex);Hlavní město Praha;muži;66;2003-2004;14.39241839
Naděje dožití (ex);Hlavní město Praha;muži;66;2004-2005;14.75254432
Naděje dožití (ex);Hlavní město Praha;muži;66;2005-2006;15.08886773
Naděje dožití (ex);Hlavní město Praha;muži;66;2006-2007;15.2983749
Naděje dožití (ex);Hlavní město Praha;muži;66;2007-2008;15.48687026
